id_menu,nama_menu,foto_menu,deskripsi_menu,harga_menu,id_kategori_menu,created_at,kategori,updated_at
5af5440d-0f9d-4ed1-abee-9c463bd98ca9,Nasi Kulit,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/nasikulit.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbmFzaWt1bGl0LmpwZWciLCJpYXQiOjE3NDcxMTI5MzEsImV4cCI6MTc3ODY0ODkzMX0.DudWhReV7mTela_o4ZO_j_TTm2Zo1U3u82rvTg3tnQ0,"Fluffy white rice paired with crispy deep-fried chicken skin, served with sambal and fresh cucumber slices for a flavorful crunch in every bite.",10000.00,5,2025-05-13 08:20:30.048988+00,,
65681071-ec4a-46d5-9e39-b6a8ed952862,Nasi Bebek Bumbu Hitam,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/nasibumbubebekhitam.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbmFzaWJ1bWJ1YmViZWtoaXRhbS5qcGVnIiwiaWF0IjoxNzQ3MTEyODY5LCJleHAiOjE3Nzg2NDg4Njl9.VYWjTUH_dDvUZwjubctl_ciJ3TPtUnRYhcfVoi9fLzU,"Rice served with slow-cooked duck in rich black spice paste, known for its bold, slightly smoky flavor, complemented by sambal and fresh herbs.",35000.00,2,2025-05-13 05:08:04+00,Food,2025-05-13 12:08:09
66fade00-2eff-4895-8c58-a9ec01f68692,Tahu Cabe Garam,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Snack/tahucabegaram.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L1NuYWNrL3RhaHVjYWJlZ2FyYW0uanBlZyIsImlhdCI6MTc0NzExMzY1NywiZXhwIjoxNzc4NjQ5NjU3fQ.qvjH0iREnkbCJs53fzc9xtcHtInyq7aPDrevrBZ3_NE,"Crispy tofu tossed in a mix of chopped chilies, garlic, and salt—spicy, aromatic, and full of umami flavor.",18000.00,3,2025-05-13 05:21:20.120865+00,Snack,
69fb6c20-7026-4f36-a285-69356038168e,Bakso Halus,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/baksohalus.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvYmFrc29oYWx1cy5qcGVnIiwiaWF0IjoxNzQ3MTEyNzQ3LCJleHAiOjE3Nzg2NDg3NDd9.g_3nvlqkvKR3e5wUpcebI-suFHnNaYK_TH9vSlDgXHk,"Soft-textured beef meatballs served in a warm, clear broth with noodles, vegetables, and fried shallots—perfect for a light and satisfying meal.",30000.00,2,2025-05-13 05:06:13+00,Food,2025-05-13 12:06:15
6c9bb0f9-be95-488f-a100-f31527ccadbe,Chicken Skin,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Snack/chickenskin.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L1NuYWNrL2NoaWNrZW5za2luLmpwZWciLCJpYXQiOjE3NDcxMTM1NzEsImV4cCI6MTc3ODY0OTU3MX0.9ZlgoXmy-N1UCeCnQ_hqouN8D4NYuBOAMRbo0sJlxZA,"Crispy golden fries, perfectly seasoned and served hot — a classic snack or side dish favorite.",15000.00,3,2025-05-13 05:19:47.539504+00,Snack,
6e24cae3-160f-4be9-baf1-a9404fd5745d,Lychee Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/lycheetea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvbHljaGVldGVhLmpwZWciLCJpYXQiOjE3NDcxMTI2MzEsImV4cCI6MTc3ODY0ODYzMX0.p0Q7XzRmSOwj5CVYZfA5NGMo7IsTX0YFrzO2DEt_hG0,"A fragrant tea blend with sweet lychee flavor, perfect for a cooling and exotic refreshment.",15000.00,1,2025-05-13 05:04:03+00,Drink,2025-05-13 12:04:06
6e70e1b6-3508-4ab5-8416-7d9e8f2bf8f7,Tahu Cripsy,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Snack/tahucrispy.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L1NuYWNrL3RhaHVjcmlzcHkuanBlZyIsImlhdCI6MTc0NzExMzY4NCwiZXhwIjoxNzc4NjQ5Njg0fQ.acG3ML_o3GCW8GkBZ1q63Iy6p7HGBIKgJldP0J67JPc,"Golden-brown tofu cubes fried until crispy on the outside and soft on the inside, served with chili sauce for a tasty snack or side dish.",15000.00,3,2025-05-13 05:22:01.437242+00,Snack,
72174dd2-79e6-4317-95b3-b2a17b85f982,Peach Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/peachtea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvcGVhY2h0ZWEuanBlZyIsImlhdCI6MTc0NzExMjY5NCwiZXhwIjoxNzc4NjQ4Njk0fQ.UMuZsfLfvjVJQ7XY377fmNQsjO7VuFSq7Yn7BSt45-g,"Iced black tea infused with juicy peach flavor for a refreshing, fruity twist.",15000.00,1,2025-05-13 05:05:02+00,Drink,2025-05-13 12:05:06
8394d56a-a8f9-4e04-b7cf-caab3ef793da,Chicken Skin,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Snack/chickenskin.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L1NuYWNrL2NoaWNrZW5za2luLmpwZWciLCJpYXQiOjE3NDcxMTM1NzEsImV4cCI6MTc3ODY0OTU3MX0.9ZlgoXmy-N1UCeCnQ_hqouN8D4NYuBOAMRbo0sJlxZA,"Crispy golden fries, perfectly seasoned and served hot — a classic snack or side dish favorite.",15000.00,5,2025-05-13 13:21:06.196217+00,,
83cf2ac3-bd27-428c-b4ae-f1ef68334a20,Flavor Latte Vanilla,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/flavorlattevanilla.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2ZsYXZvcmxhdHRldmFuaWxsYS5qcGVnIiwiaWF0IjoxNzQ3MTEyMjI2LCJleHAiOjE3Nzg2NDgyMjZ9.Kd0tD3g8lsQUQehx9hc9Q8ImdoY9e4ElBCSiQtqIwko,"A classic latte with a touch of fragrant vanilla syrup, offering a silky and mellow coffee experience.",18000.00,1,2025-05-13 04:57:18+00,Drink,2025-05-13 11:57:24
8914fece-c97f-4a53-9a62-2d49d38e031d,Wedang Uwuh,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Air%20Mineral/wedanguwuh.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0FpciBNaW5lcmFsL3dlZGFuZ3V3dWguanBlZyIsImlhdCI6MTc0NzExMTkwMywiZXhwIjoxNzc4NjQ3OTAzfQ._bwBymK9IOC5DFJPdbPJ0fz2BWMFk0TeVJDgZU169wo,"Traditional Javanese herbal drink made from aromatic spices like cinnamon, cloves, and ginger—served hot for a warming, healthful experience.",15000.00,1,2025-02-26 18:44:03.289314+00,Drink,
8edbc193-7836-41f1-9cf0-4e39026d2f33,Choco Rum,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Milk%20Based/chocorum.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL01pbGsgQmFzZWQvY2hvY29ydW0uanBlZyIsImlhdCI6MTc0NzExMjM3NCwiZXhwIjoxNzc4NjQ4Mzc0fQ.1mXftvHWybcQ5RkeKeJ9BJTywnj310TprVwGEx-ihV4,"Creamy chocolate milk with a hint of rum flavor (non-alcoholic), rich and indulgent.",23000.00,1,2025-05-13 04:59:45+00,Drink,2025-05-13 11:59:51
8f2eb02f-3dcd-4e07-886f-51c488b52cad,Secreto Honey,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Secreto/secretohoney.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1NlY3JldG8vc2VjcmV0b2hvbmV5LmpwZWciLCJpYXQiOjE3NDcxMTI0NDksImV4cCI6MTc3ODY0ODQ0OX0.zrZ9QupN_hiZE1nqL65IeNK8Ju1IL8zjOsPVmOkrpCk,A light and sweet drink with a natural honey twist—refreshing and soothing at the same time.,20000.00,1,2025-05-13 05:01:02+00,Drink,2025-05-13 12:01:07
90ab5ac1-3842-400e-9076-dcafd95ad3ec,Kentang Goreng,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Snack/kentang.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L1NuYWNrL2tlbnRhbmcuanBlZyIsImlhdCI6MTc0NzExMzU5NywiZXhwIjoxNzc4NjQ5NTk3fQ.yt_9xeFRTe6xrpuf3sXQA3FhyW0axxsgiJeHqCFXoVc,"Crispy golden fries, perfectly seasoned and served hot — a classic snack or side dish favorite.",15000.00,3,2025-05-13 05:20:28.903856+00,Snack,
959c0bab-3c95-4ed4-ada9-fbd6ff3afa74,Nasi Goreng,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/nasigoreng.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbmFzaWdvcmVuZy5qcGVnIiwiaWF0IjoxNzQ3MTEyODk3LCJleHAiOjE3Nzg2NDg4OTd9.x6TyWa4wmiZjCdO2MER8w_QtUzgq88ANKv7oP1rEG2M,"Savory stir-fried rice with your choice of chicken, shrimp, or veggies, topped with a fried egg and served with crackers and fresh garnish.",28000.00,2,2025-05-13 05:08:37+00,Food,2025-05-13 12:08:41
9661288e-327f-407f-b704-430170259642,Bakso Kasar,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/baksokasar.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvYmFrc29rYXNhci5qcGVnIiwiaWF0IjoxNzQ3MTEyNzg4LCJleHAiOjE3Nzg2NDg3ODh9.H6p2AaZS3RV5AQ35RDfDY1alaj3VEFAZBM-SDLNaZF0,"Coarse-textured beef meatballs with a hearty bite, served in a savory broth with noodles and vegetables for a more rustic and bold flavor experience.",30000.00,2,2025-05-13 05:06:45+00,Food,2025-05-13 12:06:49
98618f41-b452-420c-9adb-5ee2406ba01d,Bicopis Aren,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/bicopisaren.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2JpY29waXNhcmVuLmpwZWciLCJpYXQiOjE3NDcxMTE5NTEsImV4cCI6MTc3ODY0Nzk1MX0.YJa7-Vv92jW7fFMUSTC9Se8KoWfvmsczAuH4GMYX19A,"Signature iced coffee sweetened with natural palm sugar (aren), offering a deep caramelized taste and local flair.",22000.00,2,2025-04-22 02:41:40.295817+00,Drink,
9b55759e-8e0b-4717-9a8a-a01076e42cae,Secreto Peach,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Secreto/secretopeach.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1NlY3JldG8vc2VjcmV0b3BlYWNoLmpwZWciLCJpYXQiOjE3NDcxMTI1MDYsImV4cCI6MTc3ODY0ODUwNn0.8StVambcX44C6zHyV1vIg3f3pX1a6GytJQQwKIMS9Q8,"Refreshing tropical drink with the juicy essence of peach, perfectly blended for a fruity burst.",20000.00,1,2025-05-13 05:02:00+00,Drink,2025-05-13 12:02:06
a0fa3c8e-9185-4410-abd1-b34135b4fd39,Choco Peanut,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Milk%20Based/chocopeanut.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL01pbGsgQmFzZWQvY2hvY29wZWFudXQuanBlZyIsImlhdCI6MTc0NzExMjM0MywiZXhwIjoxNzc4NjQ4MzQzfQ.UspvtC9MtIJVqmB1knwmCFuLolH0K0FtVy8_9TXnNqo,"A chocolate drink blended with peanut essence for a bold, nutty treat.",23000.00,1,2025-05-13 04:59:16+00,Drink,2025-05-13 11:59:20
af1d071e-f0f7-4c66-ae7c-a8d92a21c1d1,Flavor Latte Hazelnut,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/flavorlattehazelnut.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2ZsYXZvcmxhdHRlaGF6ZWxudXQuanBlZyIsImlhdCI6MTc0NzExMjEwOCwiZXhwIjoxNzc4NjQ4MTA4fQ.QF5sQgZWiwE6XL2tc926NtVl-AcThKi3EloXO5J3jbo,"A smooth espresso latte blended with sweet hazelnut syrup for a warm, nutty finish.",18000.00,1,2025-05-13 04:55:29+00,Drink,2025-05-13 11:55:42
b4e1f9ab-75fa-4848-9867-25085dc4e85c,Nasi Rawon,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/nasirawon.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbmFzaXJhd29uLmpwZWciLCJpYXQiOjE3NDcxMTMwMzIsImV4cCI6MTc3ODY0OTAzMn0.Yn-pgfwb_nFAx1rDEetWm92dCwW7uuYvt-ajJGbWFX4,"Rice accompanied by rich, dark beef soup made with keluak (black nuts), creating a deep and earthy flavor, served with bean sprouts, salted egg, and sambal.",30000.00,2,2025-05-13 05:10:47+00,Food,2025-05-13 12:10:51
